2014-11-07 17:29:15.453,migration-edifacts-14150248704395444.txt,0,6074560000600,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.453,migration-edifacts-14150248704395444.txt,0,6074560000601,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.453,migration-edifacts-14150248704395444.txt,0,6074560000602,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.453,migration-edifacts-14150248704395444.txt,0,6074560000603,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.453,migration-edifacts-14150248704395444.txt,0,6074560000604,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.453,migration-edifacts-14150248704395444.txt,0,6074560000605,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.453,migration-edifacts-14150248704395444.txt,0,6074560000606,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.453,migration-edifacts-14150248704395444.txt,0,6074560000607,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.453,migration-edifacts-14150248704395444.txt,0,6074560000608,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.453,migration-edifacts-14150248704395444.txt,0,6074560000609,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.453,migration-edifacts-14150248704395444.txt,0,6074560000610,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.453,migration-edifacts-14150248704395444.txt,0,6074560000611,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.453,migration-edifacts-14150248704395444.txt,0,6074560000612,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.453,migration-edifacts-14150248704395444.txt,0,6074560000613,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.453,migration-edifacts-14150248704395444.txt,0,6074560000614,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.453,migration-edifacts-14150248704395444.txt,0,6074560000615,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.453,migration-edifacts-14150248704395444.txt,0,6074560000616,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.453,migration-edifacts-14150248704395444.txt,0,6074560000617,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.453,migration-edifacts-14150248704395444.txt,0,6074560000618,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.453,migration-edifacts-14150248704395444.txt,0,6074560000619,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.453,migration-edifacts-14150248704395444.txt,0,6074560000620,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.453,migration-edifacts-14150248704395444.txt,0,6074560000621,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.453,migration-edifacts-14150248704395444.txt,0,6074560000622,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.453,migration-edifacts-14150248704395444.txt,0,6074560000623,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000624,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000625,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000626,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000627,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000628,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000629,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000630,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000631,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000632,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000633,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000634,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000635,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000636,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000637,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000638,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000639,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000640,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000641,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000642,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000643,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000644,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000645,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000646,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000647,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000648,2014-08-15,EY,3SL2DF
2014-11-07 17:29:15.455,migration-edifacts-14150248704395444.txt,0,6074560000649,2014-08-15,EY,3SL2DF
